areaid,districtid,percent
73532,85,1
103590,189,1
143865,407,1
159279,229,1
155745,210,1
167665,361,1
69880,56,1
88718,87,1
85844,464,1
12579,50,1
185275,461,0.947442301308943
117773,323,1
65855,293,1
105410,195,1
129441,212,1
102053,461,1
22533,47,1
113447,176,1
93104,47,1
136733,389,1
110542,229,1
21276,188,1
165328,210,1
98285,169,1
14867,169,1
149872,307,1
61967,187,1
90992,373,1
61641,270,1
172624,115,1
755,56,1
44076,87,1
140747,121,1
134579,440,1
58774,440,1
122812,253,1
139316,121,1
57156,289,1
15018,157,0.29217813817035
88424,299,1
96168,189,1
87644,267,1
174214,189,1
176685,366,0.056708022100685
26799,293,1
116904,212,1
185058,50,1
179868,327,1
143001,245,1
188881,103,1
115570,373,1
176710,2,1
56118,373,1
131316,396,1
65428,299,1
177594,299,1
16726,30,1
100363,470,1
142369,189,0.973922367231322
56971,470,1
22618,189,1
71570,477,1
2535,47,1
20778,47,1
14007,47,1
158016,47,1
291,30,0.977883330265464
181926,30,1
104591,134,1
173484,209,0.773753411064252
50679,138,1
93944,212,1
120091,171,0.305542440562406
144073,171,1
174260,417,0.188251102783854
160818,104,0.001856861583775
80308,387,1
106665,417,0.438275307723685
58509,10,0.515226110137131
90206,253,1
29184,455,0.009466854002298
129302,299,1
101334,392,1
66903,125,0.19635797628003
189263,392,0.203516019021087
124974,470,1
178380,267,1
4727,470,1
131185,440,1
171153,380,1
37152,9,1
139077,103,1
5571,299,1
47689,157,1
147870,103,1
11109,2,0.936229841615553
154041,408,1
28281,405,1
135754,310,1
148411,31,0.01358380346497
174744,119,1
52902,169,1
94397,407,0.532425405967523
151128,229,1
4297,210,1
39823,2,0.695900579339945
88836,440,0.762566947666739
40244,2,0.963402524184765
43213,373,1
49285,47,1
74369,47,1
105820,9,1
34635,424,0.856723730082173
164016,389,1
85613,283,1
99500,213,1
155813,418,0.111495692466518
83922,397,1
33917,182,1
102770,143,1
122375,293,1
130363,212,1
86447,417,0.080246666719989
15724,348,1
158902,120,1
73080,104,1
147119,310,1
165053,480,1
4745,446,0.588579590007841
154020,78,0.958573606681366
81157,155,1
20503,155,1
53309,439,0.954652218972202
7512,470,1
120011,267,0.089518096380724
39375,396,0.138641639318018
27552,229,1
50671,359,1
28716,195,0.163517482573448
132259,417,0.912283648462744
91492,293,0.304414770023236
734,47,1
44652,310,1
94516,190,1
28035,2,1
104948,440,1
149610,101,1
57341,36,1
67572,391,1
168924,47,1
27817,47,1
84324,46,0.987986089155865
135589,47,0.999899952777711
71183,441,1
85519,391,1
12064,80,1
159611,434,0.990067776118626
97447,122,1
3285,138,1
25078,122,1
167887,307,1
16442,144,1
176949,9,1
1809,47,1
130809,189,1
92788,189,1
142894,470,1
1903,189,1
49076,440,1
60254,190,1
77484,270,1
157728,440,1
65973,293,1
57936,469,1
75783,244,1
23318,464,0.247652328457862
139803,461,1
117893,119,1
89443,144,1
57884,119,1
157481,396,1
114826,169,0.999631848321508
72274,307,1
165731,144,1
142602,22,1
13596,116,1
61963,389,1
46029,389,1
77233,220,0.348253152807119
168822,293,1
121447,469,1
38320,84,1
171587,121,1
60898,10,0.880475504322767
128020,253,1
77321,244,1
146590,50,1
180376,285,1
86567,405,1
97913,310,1
156063,146,0.999943980505216
36369,47,1
35894,47,1
59914,176,1
181483,462,1
37295,389,1
130842,212,1
103300,212,1
138283,104,0.23087112420163
114330,202,1
52963,389,1
3452,116,1
183628,229,1
115536,210,1
125740,396,0.405051588476839
311,210,1
116479,285,1
30987,408,1
30955,61,1
63507,187,1
45525,380,1
69635,187,1
120731,99,1
124314,92,1
16068,30,1
129221,253,1
168538,121,1
162899,253,1
3428,47,1
135546,47,1
12364,2,1
150210,440,0.957327056487608
72928,2,1
19400,18,0.286100512722066
1581,182,0.918373062550512
138633,138,1
16088,369,1
62108,87,1
183012,369,1
83171,87,1
36629,242,1
23978,146,1
126944,176,1
45141,47,1
80696,47,1
21667,99,0.204914752261266
56141,440,0.485792634107286
138055,220,1
65080,369,1
79796,87,1
126124,220,1
399,417,0.373734747989394
110119,469,1
160438,239,1
1951,44,0.964798258322194
90395,455,1
51822,464,1
93984,100,1
121707,461,1
71910,405,1
126646,405,1
161688,215,1
149346,470,0.939067253803042
107336,348,0.606820092055233
99460,212,0.889592832573394
124398,293,1
136979,239,1
188047,212,1
59760,408,1
123117,285,1
183812,61,1
68056,144,1
85994,440,1
103016,440,1
86073,461,1
34217,187,0.530111080877763
75349,307,1
77014,210,1
47396,396,1
30095,369,1
80943,87,1
38436,476,1
179515,253,0.981588685963473
47438,161,1
116004,130,1
88622,428,1
137968,440,1
88521,220,1
101757,87,1
106668,369,1
179796,408,1
163447,70,1
22145,405,1
66007,146,1
15889,322,0.114660894545425
121539,380,1
86669,401,1
185306,268,1
179255,268,1
186082,293,1
187862,359,1
94615,84,1
14481,55,0.10680882229346
71102,159,0.252253909843606
127491,176,1
188656,214,0.448568878357662
161477,90,1
34303,214,1
188099,145,1
180122,189,1
30487,270,1
103473,270,1
131108,332,0.062056992911887
83334,366,1
40535,15,1
31659,212,0.893583661976338
54596,191,1
14612,253,1
99693,472,0.878459273012469
81034,373,0.998272297164888
183954,5,1
52876,394,0.824580352999536
47604,87,0.892455299782653
134046,242,1
9066,87,0.002649451899641
140247,239,1
108149,84,1
12276,212,1
98158,84,1
76613,65,1
127415,428,0.15054034481241
55959,464,1
106751,146,1
72800,405,1
57179,268,1
145707,464,0.76291403982788
139397,100,1
25503,119,0.880522297275667
143613,144,1
119579,119,1
34044,480,1
38056,480,1
97208,155,1
70710,189,1
53228,107,0.402965606645007
149854,210,1
95087,396,1
121167,210,1
20347,212,1
162948,408,1
150228,405,1
14722,215,0.226837852971762
28095,440,0.842191640447999
85741,65,1
116327,461,1
116234,464,0.566213938891758
161562,176,1
58891,47,1
50865,181,0.032398696525937
14871,47,1
56422,366,0.958490535842172
12377,212,0.999691998767995
171079,169,1
58409,307,1
104412,380,1
93205,169,1
64505,210,1
173646,188,0.848825246099833
64374,210,1
152037,22,0.143002827423206
174634,253,1
54156,166,1
147996,191,4.40220110055027E-05
75909,421,0.698702971723023
125857,121,1
93405,191,0.215953159455555
46441,161,1
119561,461,1
51444,367,0.038688666261243
91754,61,1
19085,408,0.173058064929295
149609,405,1
107408,159,1
22773,159,0.653437386250455
124902,103,1
111352,392,1
114146,299,1
28388,392,0.807133907878041
54143,470,1
19189,85,1
81367,149,1
139591,155,1
140368,155,1
147800,370,1
181207,401,1
10088,132,0.706755242516408
146780,116,1
156942,389,1
184023,332,1
119045,373,1
116119,440,1
84296,215,0.770614422796162
41423,470,1
25737,267,1
77114,189,1
61768,22,1
125470,210,1
187807,188,1
35958,22,1
130819,285,1
136408,90,1
23420,37,0.077620253772373
136830,364,1
90040,217,1
93159,217,0.101558904164415
15496,190,1
29535,405,1
169168,379,1
122347,362,0.26587266660799
6742,362,1
14046,90,1
53017,157,0.994492783785731
136339,157,0.490836465224996
43826,103,1
129028,265,1
126965,265,1
119820,265,1
95129,99,1
126083,161,1
181393,161,1
69239,16,0.165672591116925
84403,435,1
89347,119,1
180081,211,1
175115,10,0.066207404501623
110370,253,1
39606,10,1
174471,146,1
30432,408,1
56963,405,1
116843,480,0.520031201872112
94333,155,1
22250,346,1
113357,251,1
90059,185,0.848003264874986
81591,440,1
151514,440,1
82064,332,1
99666,362,1
105383,450,1
58350,424,0.333498761291459
1764,149,1
175262,145,0.932456705324175
62267,107,0.945057715005902
62332,22,1
134656,309,1
51777,366,0.730568269107669
13794,15,1
159525,215,1
56921,285,1
20055,285,1
155508,267,1
152478,470,1
177999,267,1
128492,396,1
4195,212,0.004311862020415
65098,146,1
74731,285,1
132692,378,0.080234387195159
66438,362,1
27524,200,0.993153261304522
46390,381,0.998463182413044
186795,16,0.425403733913649
62858,31,1
26670,119,1
31803,149,1
9315,189,1
99526,267,1
9876,389,1
85932,389,1
38615,389,1
46687,440,0.001248929203327
31380,332,1
114448,440,1
130359,332,0.935122183421136
22582,47,0.359795600693069
39126,47,1
136981,307,0.036941804062079
162565,380,1
69115,265,0.61212155173794
81977,269,0.929935005683001
60190,132,0.985937418711957
34271,401,1
31790,389,1
154768,260,0.081721170120397
40071,389,1
56168,190,0.695622760843024
28442,242,0.058037285965755
131203,56,0.512172955660094
103663,469,0.859335427211075
36266,121,1
64709,10,0.622915123981828
157221,100,1
116093,176,1
167228,47,1
90988,229,0.490923564331088
120971,82,1
147051,229,1
120537,210,1
130713,56,0.466907716394184
152294,87,1
54844,242,1
29856,405,1
77201,405,1
39809,310,1
135889,47,1
155006,440,1
79257,270,1
67210,2,1
160508,417,0.889462549639873
148223,348,1
96132,239,1
99282,244,1
69356,265,1
161432,265,1
3021,265,1
146681,446,1
176464,267,1
89915,470,0.014599855082327
100896,189,1
19714,15,1
22884,15,1
38326,348,0.000104059522047
170367,161,1
71146,405,1
53838,116,1
17556,185,1
102746,401,1
44906,151,1
102163,151,1
38087,270,0.594080431270296
41514,87,0.999283575876919
83215,56,1
2607,220,1
165795,76,1
33983,289,0.661808466387227
77550,244,1
17642,244,1
99896,464,1
114068,380,1
69442,440,1
110731,87,1
122374,369,0.090503021166158
183939,87,1
37219,76,1
42528,10,0.704335226567722
93013,464,1
186243,405,1
4526,405,1
180424,61,1
104131,47,0.452003537655623
953,176,1
136824,47,1
92296,144,1
138875,144,1
145560,299,0.745052465666292
150150,103,1
159168,346,0.613517060367454
100800,401,1
30150,401,1
3764,440,1
91717,190,1
27810,440,0.780520218719228
12759,438,0.013439741290984
189689,396,1
55020,396,1
61166,22,1
97453,394,0.981287958198971
4074,220,1
160907,87,1
62325,87,1
19525,244,1
45373,130,1
6788,130,0.531891731802882
55417,464,1
101218,70,1
97960,146,1
124150,149,1
11860,145,0.098894285005641
93275,149,1
98358,401,1
173830,401,1
25508,332,1
56436,332,1
156827,440,0.996669348801646
113697,332,1
106431,220,1
162153,87,1
177442,220,0.645014924417628
158694,242,1
128568,161,1
67067,461,1
182798,461,1
94905,285,1
174109,210,1
96664,84,0.342619577575301
38900,309,0.387469596108302
149496,405,1
164933,61,1
42494,285,1
89949,285,1
84943,362,0.278032466857083
28727,144,1
101870,144,1
16558,462,1
40397,267,1
137754,474,1
149128,56,1
135351,87,1
63453,59,1.60052497219088E-05
182246,121,1
170066,76,1
52610,253,1
60184,253,1
88664,87,1
180317,15,0.844197926959527
23218,121,1
30689,447,1
111758,461,1
90571,161,1
66175,154,1
149262,405,1
95117,61,1
12225,16,0.623983422740128
39876,135,1
152614,119,1
54882,149,1
161249,189,1
166505,267,1
172586,470,1
102814,309,1
12857,239,1
121156,348,1
2087,253,1
129904,161,1
25865,461,1
160550,380,1
42667,265,1
3126,265,1
151733,424,1
26466,318,0.857626494645687
61334,11,1
111324,107,1
147651,407,1
183115,253,1
13684,253,0.225405982820495
189291,121,1
137667,191,0.37394443421674
68200,463,1
44182,146,1
136255,408,1
161627,84,1
166726,285,1
91961,405,0.932338862028113
159912,61,1
120195,55,1
95057,176,0.955876118794142
92324,47,0.625212599496564
114027,346,0.058181963671281
30408,389,0.072673929923712
118129,116,1
45203,332,1
41839,270,1
161622,332,1
146145,318,0.849880145825913
51302,359,1
78518,348,0.116388246311964
22005,84,1
70010,421,1
24815,461,1
115597,161,1
101208,461,1
119105,149,1
160442,189,1
88863,470,1
151450,190,1
153917,440,1
44804,348,0.359174378021837
186928,239,1
29057,244,0.327190986068724
107203,161,0.049628615793434
11257,130,1
15230,285,1
99617,405,1
168946,61,1
41986,169,0.180870901393346
92143,470,1
122394,267,1
117739,260,1
93926,283,1
4922,283,0.868304080465059
15438,83,1
136784,103,1
183981,90,1
152770,312,1
83305,312,1
163227,57,0.021748784732641
33031,307,1
88608,380,1
14203,119,1
111222,440,1
134215,2,1
178965,373,1
136406,100,1
110998,50,0.934393097127672
62223,65,1
131464,477,1
15889,394,0.381344098712876
39387,229,1
48321,188,1
21273,47,1
50839,47,0.869979632423261
38071,46,1
153850,47,1
133969,260,1
159467,268,1
119108,411,0.662946517860714
83718,299,1
39808,214,0.254152624458658
176330,255,0.541016344106677
49463,151,1
138639,2,1
170115,87,1
31342,56,1
125008,100,1
77633,461,1
81318,244,0.005451672899626
36003,100,1
125246,176,1
166244,47,1
168635,391,1
7270,101,1
183783,441,1
10208,391,1
153005,143,1
186245,143,1
18044,397,1
165840,305,0.576391417243131
151657,215,1
149417,285,1
8196,130,1
67636,473,1
31187,262,1
133026,362,1
117763,362,1
182800,450,1
153410,450,1
67795,267,1
140474,401,0.548664354934828
83552,411,0.631493681823091
100100,469,1
69714,239,1
151483,121,1
38506,121,1
59152,447,0.758590050949959
25587,253,1
26820,428,1
131561,50,1
86798,327,1
19338,373,1
52188,2,1
188063,373,1
18026,348,1
174585,121,1
120621,121,1
1132,303,0.92574950406348
23703,268,0.140579947771908
98122,137,1
26785,269,0.059875374696341
131717,87,1
19410,31,1
34947,90,1
138306,364,0.078780264321411
56267,214,1
44600,356,1
141905,470,1
23400,172,1
21700,143,1
66857,271,0.127458158786555
115662,122,1
106641,56,1
166597,87,1
55114,327,1
126256,130,0.930310646506528
188558,244,1
29319,408,1
88465,9,0.157632670364786
124658,31,1
114804,365,1
169750,4,1
120673,359,1
21050,56,1
114754,87,1
92776,476,1
130045,61,1
154058,285,1
185506,408,1
160990,70,1
148950,47,0.322793117246899
159511,176,1
55731,47,1
113265,462,1
49769,307,1
136921,31,1
49112,31,1
176386,116,1
7353,116,0.845936011327411
59459,116,0.174303450151589
119530,440,1
75808,332,1
105227,188,0.088637746605176
87631,369,1
163932,87,0.976680142496898
181379,369,1
154032,121,1
153121,267,1
8227,415,0.933958602587238
179435,267,1
121946,361,1
44477,10,0.047549855497114
91072,253,1
90759,253,1
93535,299,0.983230255946619
5529,217,0.147636905023953
49448,214,1
79764,299,0.125892114190616
93358,255,1
52451,303,1
61595,364,0.031261128249449
77238,116,1
170644,137,1
84733,46,0.110451691391571
148678,47,1
73557,169,1
163299,307,1
122810,31,0.303127538098991
126415,23,1
111677,303,0.936047930056673
38848,214,1
131186,214,1
55769,213,0.160649913379558
161441,268,1
39589,137,1
137561,210,1
9096,210,1
168898,22,1
87773,298,1
161296,229,1
59521,229,0.802504150249015
110873,298,1
14714,214,1
13319,214,1
112727,217,1
33687,267,1
173188,189,1
98502,267,1
45916,189,1
155405,137,1
66468,373,1
59272,2,0.478734905025786
24745,373,1
25616,293,1
145155,239,1
24741,195,0.037394209799724
163428,191,1
3591,253,1
53248,23,0.146288952294819
151207,169,1
81965,380,1
180579,187,1
92630,472,1
120158,327,1
176694,461,1
139730,23,1
178328,380,1
25538,144,1
87803,100,1
85477,408,1
98558,285,1
69238,405,1
110261,146,0.150628418689704
67124,247,1
35462,217,0.725566708289309
156189,255,0.000208113213588
151982,5,1
131563,276,0.000328081364178
124955,472,1
32367,327,1
90548,65,1
92629,245,0.647072236957383
101238,200,1
113156,362,0.502716173835125
76121,87,1
60250,253,1
148487,253,1
111044,253,1
83319,10,1
50877,215,0.384951681546191
86622,441,1
34057,391,1
70997,411,1
180288,389,1
90769,283,1
77157,143,1
45356,397,1
134296,143,0.001792896448224
55568,212,1
156987,359,0.304599862380183
92094,417,0.999200172762683
85013,469,0.942355398354726
2246,253,1
125412,253,1
113592,408,1
90768,298,1
88065,210,1
110446,10,0.247101959779685
59845,253,1
109350,253,1
176052,10,0.810812649847701
108189,70,0.411619377107208
184088,405,0.316643057789729
171298,47,0.4774631655609
123333,46,0.44476505688981
155852,323,1
147747,46,1
156852,364,0.242371864121954
109000,217,1
119107,255,1
164139,459,1
139488,229,1
131142,195,1
44,348,1
105965,469,1
40518,134,0.022608382658775
59592,389,1
62347,137,1
47646,213,0.23343162005049
34660,143,1
78872,143,1
111850,397,0.929798461670638
105711,212,1
49888,285,1
45647,408,1
76620,405,1
158632,380,1
130449,307,1
30681,169,1
54628,303,0.553017637883454
58926,299,0.224057575599979
163884,405,1
100577,364,1
70786,217,1
147696,217,1
181229,247,1
127494,364,1
67133,265,1
18374,54,1
37834,265,1
39264,391,1
46455,80,0.00372056552596
189430,391,1
130257,267,1
160275,93,1
111522,210,1
53100,210,1
97326,210,0.209498011411378
162456,22,1
83549,298,1
83747,87,1
166000,369,1
52245,472,0.742125480153649
23055,87,1
105836,369,0.366814235382099
139816,220,0.889312992370138
46968,253,1
141059,285,0.000120075407356
49321,70,1
46305,310,1
141260,380,1
166213,4,1
17357,31,1
37203,217,0.881694954596572
20378,411,1
146341,116,1
44514,411,1
51983,93,1
184688,323,1
113423,378,1
57878,285,1
5739,293,1
126597,366,0.112917293473738
163256,84,1
60023,293,0.391740620613255
150833,405,1
184169,215,1
77899,146,1
76288,462,0.256993097929379
135097,31,1
72750,144,1
87352,307,1
835,380,1
65575,380,1
136257,260,1
188783,389,1
100112,202,1
141522,405,1
140121,285,1
158911,373,1
88578,270,1
3077,373,1
61755,293,1
119477,212,1
94288,239,1
188684,455,1
127674,253,1
82401,44,1
59805,169,1
36412,307,1
87257,380,1
132968,229,1
154548,210,1
4306,394,1
51166,87,1
45124,220,1
168689,212,1
113660,84,1
160496,121,1
78062,455,0.34263217728248
160148,253,1
105306,289,1
156680,428,1
107373,408,1
176473,176,1
17303,47,1
41834,181,1
102056,47,1
65540,472,0.259202644247122
7660,56,1
56583,87,1
17691,56,1
48098,55,1
104951,144,1
153974,144,1
189670,135,0.982251125562781
146673,380,1
100354,380,1
144584,169,1
170092,9,0.108231445152362
159300,242,1
146672,87,1
180423,476,1
141059,408,0.999879924592644
150954,405,1
120198,146,1
86840,2,0.510151298589508
105086,212,1
21336,44,0.986425375583285
63909,76,1
73133,289,1
109849,253,1
153292,440,1
105097,373,1
69615,270,1
68803,2,0.182116633436627
101448,359,1
21843,366,1
61097,417,1
185274,293,1
99336,212,0.465588890533195
75161,212,1
38265,417,0.989590040352091
25395,239,1
12973,244,1
101527,100,1
46594,185,0.847469562329707
58407,204,0.994734378188482
32016,200,1
141773,403,1
124345,440,1
163495,440,1
172856,190,0.125909143673721
126380,2,0.702754754754755
87421,463,1
104278,146,1
122848,408,1
84076,63,1
67872,379,1
62712,63,1
33736,63,1
163750,189,1
172687,470,1
165868,267,1
12886,149,1
61115,189,1
84742,267,1
39819,424,0.358022270074687
184386,389,1
146058,401,1
125925,270,1
162962,43,0.071888493599107
190184,440,1
38575,253,1
76202,10,1
131381,76,1
128336,403,1
122736,403,1
94427,473,1
95436,474,1
7678,119,0.96262860298443
174758,135,1
10076,31,1
107672,439,0.497485124823439
183923,265,1
13783,265,1
140376,299,0.825838920804596
22782,214,1
6852,299,0.223240109931873
24231,217,1
121949,361,3.601152368758E-05
66873,56,1
52234,87,1
172582,146,1
90193,405,1
140696,285,1
181477,440,1
93494,190,0.883857590046995
21589,171,0.027872473231863
74704,212,1
81572,239,1
11081,55,1
61161,47,1
64811,440,1
54081,440,0.059609356547221
149607,373,1
159015,440,1
179783,428,1
10103,428,0.701297610044774
175305,461,1
79296,244,1
23526,285,1
129199,285,1
55203,405,1
87565,289,1
184754,455,1
28277,44,1
152234,366,0.775796468851397
49046,293,1
140971,212,1
71835,396,0.090428469659738
71300,47,1
113437,323,1
7932,47,1
187596,369,1
37622,87,1
139629,369,1
122226,144,1
33588,119,1
101147,169,1
107012,389,0.759090636194441
158414,389,1
170018,346,0.896033384546444
124482,268,1
16174,189,1
126866,121,0.098011363636364
48052,10,1
116217,121,1
108750,85,1
2289,415,1
126928,247,0.554165149799774
154613,247,1
174860,189,1
181685,470,1
88997,189,1
71707,470,1
130308,166,1
44243,56,1
143891,166,0.548819366942274
26606,84,0.888818167625407
106283,293,1
117038,293,1
160986,212,1
69290,469,1
97070,84,1
75075,417,1
45898,303,0.25895692516898
53414,217,0.411650524293604
34877,364,1
34463,440,1
123144,151,1
80349,2,1
158778,440,1
73765,249,1
125683,56,1
167920,87,1
176774,469,1
56924,84,1
87105,212,0.663173347306611
39281,214,0.19861116670002
123604,214,1
50045,37,0.975823683347071
151743,364,1
104276,270,1
96591,190,1
76945,56,0.014436819896068
3920,220,0.703629459802262
104547,421,1
151589,121,0.020207355477394
147010,76,1
15114,253,1
185035,159,0.976492282092615
81356,176,1
149220,323,0.999335518915695
6029,151,1
62787,2,1
113947,440,1
7335,253,1
147366,44,0.927652115449263
181004,455,1
6031,100,0.795924495065757
97128,130,1
138589,464,1
33333,130,1
113640,47,1
134587,47,1
25424,47,1
113027,396,1
5248,380,1
131306,275,1
133442,470,0.903674554341691
61635,189,1
181463,470,1
91801,267,1
69018,63,1
13007,55,0.963660522039813
189569,63,1
39898,212,0.181101102382362
124504,359,1
25439,348,1
183541,469,0.846019037558967
168404,210,1
113865,396,1
78529,63,0.85487678973021
176880,63,1
64242,55,0.28556620160251
176415,392,1
94026,440,1
9722,2,0.610316551486663
167163,373,1
147555,143,1
155296,138,0.590489410898733
181093,84,1
151800,293,0.73439662136761
53500,359,1
71322,61,1
94847,405,1
28989,408,0.886926728520081
70199,217,0.833216605501283
18794,470,1
58716,189,1
163152,470,1
139102,5,1
95513,459,1
177261,253,1
17865,47,1
18907,270,1
62056,115,1
25495,270,1
149059,373,1
110173,23,0.996222352945884
47589,380,1
174608,119,1
174748,307,1
63324,265,1
100950,265,1
51842,265,1
30231,480,1
81306,470,0.207386738938106
36442,189,0.920373526658185
61553,470,1
180668,267,1
111203,244,1
46127,464,1
119802,464,1
49538,403,1
14407,210,0.046247423918046
23063,87,1
158804,87,1
134769,361,0.512074491710916
48078,212,0.508873325627252
182719,157,0.769147028688525
43540,103,0.870313025109223
62760,364,0.137854599287801
89121,217,4.00214514980029E-05
144891,214,0.853959880891393
3558,470,1
37641,267,1
124760,85,0.003728641326308
47335,356,1
2948,270,0.673235572866472
163986,440,1
92416,190,0.898893990400974
135537,166,0.073344479464986
95337,87,1
140281,87,0.72254307498349
173592,309,1
39619,239,1
51544,309,1
42172,463,1
134928,146,1
174858,191,1
103396,121,1
138548,447,0.172481558713933
88674,253,1
154816,464,1
117197,100,1
41281,50,0.543308252621468
105378,461,1
42809,464,1
11649,408,1
118097,200,1
172211,450,1
76618,473,1
106887,362,0.277918680193299
92958,116,1
45428,116,1
94098,116,1
121215,401,1
141919,268,1
133535,87,0.449423000716496
151564,87,1
128075,249,0.064065882616577
108210,369,1
127045,212,1
144206,309,1
57737,366,0.498771695380454
181901,366,1
103384,359,0.985321710186789
146476,348,1
12865,66,1
162622,444,0.818418978341676
183798,464,1
181031,81,1
108609,381,0.451187007747967
105776,473,1
38795,381,0.927077788761311
46577,31,1
50297,307,1
29386,322,0.992846397593061
11708,270,1
18233,440,1
187602,87,1
140501,87,1
177651,87,0.571129539651156
144902,61,0.918083913844183
57739,408,1
61750,378,1
129667,323,0.000520360089182
68597,176,1
175943,55,0.534518296758494
120267,450,0.908036822093256
73727,248,0.02876143375027
133806,248,1
52649,155,1
22689,155,1
174836,297,1
151579,403,1
92031,132,0.106031077798543
76188,268,1
66112,87,0.835981779755996
138938,220,1
68620,15,1
161923,359,1
97606,359,1
12475,239,1
107732,76,0.999067544961941
128435,191,1
7822,253,1
158644,405,1
15945,61,1
119932,285,1
72443,408,1
181931,177,0.002368748524534
189686,359,0.731951545410176
101476,253,1
5120,154,1
52152,282,0.999911958092052
138660,282,0.083951625167079
96188,405,1
178046,310,1
66891,285,1
54311,299,0.15507336821724
89143,134,1
9121,391,1
75026,441,0.695750819304781
91109,346,1
69327,87,1
29395,56,1
21715,87,1
47212,366,0.702368996987241
146494,366,1
11660,121,1
123716,447,0.779968861441419
1291,70,0.145003964154434
59602,215,1
5703,135,1
160993,135,0.850254518096397
4342,380,1
47066,470,1
40128,85,1
139512,401,1
1345,401,1
20380,269,1
47190,122,1
10740,397,1
49264,122,1
76664,138,1
23617,339,0.000296110152977
119079,438,0.020511978995734
4687,210,1
14639,87,0.691148157784138
15399,242,0.084077416670667
182654,470,0.8341246457109
100297,439,0.0050097433907
13807,116,1
29723,389,1
39648,268,1
30037,309,0.619519864304259
33847,359,1
90645,239,1
30133,191,1
106287,253,1
75981,66,0.562484741516283
153846,461,1
157331,161,1
89475,428,0.979542108127141
98690,381,0.930034778502163
41652,403,1
169309,403,1
159374,362,1
170722,380,1
49499,380,1
106637,473,1
94950,473,1
119232,119,1
15544,144,1
102667,144,1
111095,307,1
112019,299,1
118869,157,1
72429,299,1
2965,189,1
97943,267,1
12716,470,1
152163,401,1
26283,268,1
2651,401,1
46406,268,0.971292267826866
27464,421,1
72815,121,1
181864,267,1
36721,189,1
116408,253,1
52825,154,1
179846,464,1
55817,244,1
169203,362,0.973276044854638
79230,403,1
136308,362,1
149215,362,1
106865,307,1
171783,144,1
30203,144,1
68414,265,1
133187,265,1
82576,265,1
93443,480,1
24431,480,1
62076,189,1
187120,267,1
137207,470,1
88884,116,1
152886,268,1
178941,166,0.088279762571397
56797,253,1
46689,454,1
187074,121,1
145125,253,1
27469,282,0.982795879655197
182169,154,0.036101386360454
17314,244,0.341222161781646
160322,299,0.988570628475417
148098,299,1
43180,299,1
142676,391,1
100171,30,1
189082,30,1
158174,267,1
89061,189,1
6582,332,1
88577,373,0.747698202558175
97933,369,1
80897,309,0.055905615765912
91424,190,0.125152603159736
137240,166,0.020275351188762
148034,87,1
187389,253,0.321505729099987
65336,66,1
70839,444,1
141619,464,0.700486746563553
2219,161,0.001556728548961
183712,176,1
123331,379,1
80430,323,1
179601,81,0.393009483414029
13281,81,0.489920613326078
121781,473,1
151709,265,1
130359,480,0.064877816578864
163001,480,1
54886,155,1
16098,149,1
49294,189,1
48705,267,1
87266,132,0.067467034836025
170562,389,1
126925,87,1
83863,87,1
150338,476,0.405013862938943
152913,242,1
62357,366,1
87886,84,1
1981,239,1
72105,244,1
113941,464,1
70793,461,1
36881,70,1
11036,61,1
25847,408,1
105890,403,1
152547,31,1
135438,354,0.62697066214248
97065,204,0.002404731038236
29379,401,1
181202,121,1
15087,154,1
113937,161,1
80470,161,1
84160,464,1
154357,464,1
98447,61,1
173578,408,1
169217,285,1
145103,125,0.497701200017606
179550,299,1
189512,332,1
188929,190,0.275785597053761
132456,440,0.897023266240733
76781,190,1
48601,210,1
117188,407,1
121499,210,1
20334,447,0.682600864553314
1630,191,1
59535,464,1
91304,247,0.325970763088199
92865,470,1
121469,268,0.872972583895838
185562,322,0.028561598073222
93353,322,1
186761,31,1
62494,63,1
155775,397,1
132816,122,1
59381,56,0.46877740009849
67904,249,0.342793230811094
141742,166,1
164927,265,1
139957,265,1
55600,265,1
67128,414,0.17159460194983
181890,391,1
7402,92,1
78110,414,0.02647692073732
105956,391,0.444215835401489
27364,15,1
85982,309,1
134855,239,1
157239,463,1
52459,66,1
176461,121,1
102344,253,1
12148,157,1
77397,247,0.006424745270451
20914,215,1
27212,408,1
42480,405,1
121826,405,1
39435,61,1
108852,408,0.484832474794171
153570,285,1
9792,446,0.381561259761874
160604,480,1
123488,267,1
44387,267,1
64821,244,1
53333,464,1
42475,464,1
55343,151,1
10711,190,0.09425835788395
129971,2,1
31497,76,0.283272503161568
65209,121,1
6934,176,1
44047,176,1
127826,176,1
113992,362,0.55595023800952
3747,403,1
189421,362,0.874646985879435
79160,2,0.991223047508459
45754,440,0.574493382547219
159256,270,1
25027,440,1
61129,55,1
31665,307,1
77909,135,1
87698,380,1
189367,285,1
158388,176,0.02946693168775
139890,47,0.999895956717995
94939,47,1
107636,144,1
92166,450,0.000168102206141
136270,63,1
124392,63,1
171391,63,1
41840,144,1
34891,63,1
111643,55,0.032069317431413
120223,378,1
87454,403,1
174666,362,0.774179483589672
114400,403,1
1808,440,1
138900,440,1
62097,190,0.116575271184405
174776,130,1
139099,464,1
53864,244,1
110022,100,1
66700,461,1
141368,461,1
31263,130,0.468301995533463
109245,76,1
53322,44,1
